table,column,dtype,rows,non_null_rows,null_rows,null_pct,unique_values,unique_pct_of_non_null,sample_values,top_values
FACT_SALES,promo_campaign_id,object,117105,5568,111537,95.24529268605097,7,0.1257183908045977,MEGA-1111-2567 | MEGA-1212-2567 | CLEAR-EOY-2567 | SF-LAUNCH-2568 | MEGA-1111-2568,"<NULL>: 111,537 | SF-LAUNCH-2568: 3,749 | MEGA-1111-2568: 497 | MEGA-1212-2568: 464 | MEGA-1212-2567: 300"
FACT_SALES,retry_idempotency_marker,float64,117105,0,117105,100.0,0,,,"<NULL>: 117,105"
FACT_SALES,schema_version,int64,117105,117105,0,0.0,2,0.0017078690064472055,1 | 2,"1: 70,495 | 2: 46,610"
FACT_SALES,settlement_bank_txn_id,object,117105,13313,103792,88.63156995858418,13313,100.0,BT-202401-907760800316 | BT-202403-444299022868 | BT-202403-646299011886 | BT-202401-993629942321 | BT-202402-779640101900,"<NULL>: 103,792 | BT-202401-907760800316: 1 | BT-202403-444299022868: 1 | BT-202403-646299011886: 1 | BT-202401-993629942321: 1"
FACT_SALES,shipping_charge_thb,float64,117105,117105,0,0.0,1,0.0008539345032236027,0.0,"0.0: 117,105"
FACT_SALES,shipping_method,object,117105,117105,0,0.0,3,0.0025618035096708082,standard | express | enterprise_fleet,"standard: 108,141 | express: 8,963 | enterprise_fleet: 1"
FACT_SALES,txn_id,object,117105,117105,0,0.0,117105,100.0,TXN-202401-01000002 | TXN-202401-01000422 | TXN-202401-01000462 | TXN-202401-01000479 | TXN-202401-01000697,TXN-202401-01000002: 1 | TXN-202401-01000422: 1 | TXN-202401-01000462: 1 | TXN-202401-01000479: 1 | TXN-202401-01000697: 1
FACT_SALES,web_log_line_id,object,117105,8963,108142,92.34618504760684,8963,100.0,web_20240101.jsonl:line6 | web_20240101.jsonl:line12 | web_20240101.jsonl:line18 | web_20240101.jsonl:line24 | web_20240101.jsonl:line30,"<NULL>: 108,142 | web_20240101.jsonl:line6: 1 | web_20240101.jsonl:line12: 1 | web_20240101.jsonl:line18: 1 | web_20240101.jsonl:line24: 1"
FACT_SALES_LINE_ITEM,as_of_date,object,309129,309129,0,0.0,1,0.00032348954643530693,2026-01-15,"2026-01-15: 309,129"
FACT_SALES_LINE_ITEM,business_event_date,object,309129,309129,0,0.0,731,0.23647085844420937,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2025-12-18: 995 | 2025-07-15: 956 | 2025-07-06: 700 | 2025-07-05: 685 | 2025-07-12: 679
FACT_SALES_LINE_ITEM,effective_date,float64,309129,0,309129,100.0,0,,,"<NULL>: 309,129"
FACT_SALES_LINE_ITEM,is_care_plus,bool,309129,309129,0,0.0,1,0.00032348954643530693,False,"False: 309,129"
FACT_SALES_LINE_ITEM,line_discount_thb,float64,309129,309129,0,0.0,1,0.00032348954643530693,0.0,"0.0: 309,129"
FACT_SALES_LINE_ITEM,line_item_id,string,309129,309129,0,0.0,309129,100.0,971250668613 | 437759779474 | 579825172517 | 179641061734 | 743656068518,971250668613: 1 | 437759779474: 1 | 579825172517: 1 | 179641061734: 1 | 743656068518: 1
FACT_SALES_LINE_ITEM,line_total_thb,float64,309129,309129,0,0.0,14,0.004528853650094297,55900.0 | 12900.0 | 24900.0 | 8500.0 | 18900.0,"12900.0: 39,075 | 29900.0: 36,522 | 8500.0: 36,438 | 55900.0: 36,430 | 4900.0: 36,388"
FACT_SALES_LINE_ITEM,pos_log_line_id,object,309129,160321,148808,48.137832425945156,160321,100.0,pos_BKK-PKT_20240101.tsv:line2 | pos_BKK-PKT_20240101.tsv:line3 | pos_HKT-FEST_20240101.tsv:line2 | pos_BKK-EMSP_20240101.tsv:line2 | pos_BKK-EMSP_20240101.tsv:line3,"<NULL>: 148,808 | pos_BKK-SIAM_20251231.tsv:line48: 1 | pos_BKK-PKT_20251231.tsv:line21: 1 | pos_BKK-PKT_20251231.tsv:line18: 1 | pos_BKK-PKT_20251231.tsv:line19: 1"
FACT_SALES_LINE_ITEM,posting_date,object,309129,309129,0,0.0,731,0.23647085844420937,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2025-12-18: 995 | 2025-07-15: 956 | 2025-07-06: 700 | 2025-07-05: 685 | 2025-07-12: 679
FACT_SALES_LINE_ITEM,quantity,int64,309129,309129,0,0.0,1,0.00032348954643530693,1,"1: 309,129"
FACT_SALES_LINE_ITEM,sku_id,object,309129,309129,0,0.0,110,0.035583850107883765,SKU-MASS-059 | SKU-MASS-007 | SKU-MASS-010 | SKU-MASS-048 | SKU-MASS-029,"SF-Galaxy-Pro-2568: 4,370 | NT-LT-001: 3,383 | SKU-MASS-086: 2,939 | SKU-MASS-049: 2,892 | SKU-MASS-040: 2,887"
FACT_SALES_LINE_ITEM,txn_id,object,309129,309129,0,0.0,117105,37.88224333530662,TXN-202401-01000002 | TXN-202401-01000422 | TXN-202401-01000462 | TXN-202401-01000479 | TXN-202401-01000697,TXN-CL-L5-40298991: 620 | TXN-202401-23012800: 15 | TXN-202508-26016900: 15 | TXN-202510-05027900: 15 | TXN-202412-14011800: 15
FACT_SALES_LINE_ITEM,unit_price_thb,float64,309129,309129,0,0.0,14,0.004528853650094297,55900.0 | 12900.0 | 24900.0 | 8500.0 | 18900.0,"12900.0: 39,075 | 29900.0: 36,522 | 8500.0: 36,438 | 55900.0: 36,430 | 4900.0: 36,388"
FACT_SHIPPING,as_of_date,object,23182,23182,0,0.0,1,0.004313691657320335,2026-01-15,"2026-01-15: 23,182"
FACT_SHIPPING,business_event_date,object,23182,23182,0,0.0,731,3.1533086015011644,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-09-02: 54 | 2024-06-03: 48 | 2025-10-17: 48 | 2024-04-06: 47 | 2024-12-29: 47
FACT_SHIPPING,confirmation_status,object,23182,23182,0,0.0,1,0.004313691657320335,shipped,"shipped: 23,182"
FACT_SHIPPING,destination_province,object,23182,23182,0,0.0,6,0.025882149943922007,Bangkok | Chonburi | Udon Thani | Chiang Mai | Phuket,"Bangkok: 17,610 | Chonburi: 1,399 | Chiang Mai: 1,390 | Phuket: 1,070 | Khon Kaen: 918"
FACT_SHIPPING,effective_date,float64,23182,0,23182,100.0,0,,,"<NULL>: 23,182"
FACT_SHIPPING,origin_branch_code,object,23182,23182,0,0.0,11,0.04745060823052368,BKK-EMSP | REMOTE | BKK-SIAM | PTY-CTRL | BKK-PKT,"REMOTE: 8,963 | BKK-SIAM: 2,478 | BKK-CTW: 1,812 | BKK-PKT: 1,611 | BKK-EMSP: 1,548"
FACT_SHIPPING,posting_date,object,23182,23182,0,0.0,731,3.1533086015011644,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-09-02: 54 | 2025-10-17: 48 | 2024-06-03: 48 | 2024-04-06: 47 | 2024-12-29: 47
FACT_SHIPPING,shipping_id,int64,23182,23182,0,0.0,23182,100.0,986935662087 | 1023045785660 | 280790720017 | 83127274192 | 1064834398659,986935662087: 1 | 1023045785660: 1 | 280790720017: 1 | 83127274192: 1 | 1064834398659: 1
FACT_SHIPPING,tracking_number,object,23182,23182,0,0.0,23148,99.85333448365111,VS256701016585 | VS256701017552 | VS256701016670 | VS256701019062 | VS256701014785,VS256712183529: 2 | VS256708272879: 2 | VS256702263285: 2 | VS256711066369: 2 | VS256703208599: 2
FACT_SHIPPING,txn_id,object,23182,23182,0,0.0,23182,100.0,TXN-202401-01001700 | TXN-202401-01002901 | TXN-202401-01004439 | TXN-202401-01004800 | TXN-202401-01005163,TXN-202401-01001700: 1 | TXN-202401-01002901: 1 | TXN-202401-01004439: 1 | TXN-202401-01004800: 1 | TXN-202401-01005163: 1
FACT_SHIPPING,vendor_id,object,23182,23182,0,0.0,1,0.004313691657320335,V-006,"V-006: 23,182"
FACT_VENDOR_PAYMENT,as_of_date,object,809,809,0,0.0,1,0.12360939431396785,2026-01-15,2026-01-15: 809
FACT_VENDOR_PAYMENT,bank_txn_id,object,809,809,0,0.0,809,100.0,BT-202401-160695623562 | BT-202401-245384114094 | BT-202401-114016678594 | BT-202401-788599466404 | BT-202401-627319780108,BT-202401-160695623562: 1 | BT-202401-245384114094: 1 | BT-202401-114016678594: 1 | BT-202401-788599466404: 1 | BT-202401-627319780108: 1
FACT_VENDOR_PAYMENT,business_event_date,object,809,809,0,0.0,32,3.955500618046971,2024-01-01 | 2024-01-31 | 2024-02-29 | 2024-03-31 | 2024-04-30,2025-02-28: 35 | 2024-07-31: 34 | 2024-12-31: 34 | 2024-10-31: 34 | 2025-06-30: 34
FACT_VENDOR_PAYMENT,cosig_employee_id,object,809,1,808,99.87639060568603,1,100.0,EMP-L3-00001,<NULL>: 808 | EMP-L3-00001: 1
FACT_VENDOR_PAYMENT,effective_date,float64,809,0,809,100.0,0,,,<NULL>: 809
FACT_VENDOR_PAYMENT,invoice_period_end,object,809,809,0,0.0,31,3.8318912237330034,2023-12-31 | 2024-01-31 | 2024-02-29 | 2024-03-31 | 2024-04-30,2025-02-28: 35 | 2024-10-31: 34 | 2024-07-31: 34 | 2025-03-31: 34 | 2025-04-30: 34
FACT_VENDOR_PAYMENT,invoice_period_start,object,809,809,0,0.0,32,3.955500618046971,2023-12-01 | 2024-01-01 | 2024-02-01 | 2024-03-01 | 2024-04-01,2024-07-01: 34 | 2024-10-01: 34 | 2024-12-01: 34 | 2025-08-01: 34 | 2025-06-01: 34
FACT_VENDOR_PAYMENT,paid_amount_thb,float64,809,809,0,0.0,22,2.719406674907293,85000.0 | 42000.0 | 18500.0 | 16800.0 | 12500.0,85000.0: 193 | 42000.0: 192 | 18500.0: 192 | 16800.0: 120 | 19200.0: 72
FACT_VENDOR_PAYMENT,payment_id,object,809,809,0,0.0,809,100.0,VP-202401-8584003 | VP-202401-14427228 | VP-202401-13226606 | VP-202401-11818583 | VP-202401-11214155,VP-202401-8584003: 1 | VP-202401-14427228: 1 | VP-202401-13226606: 1 | VP-202401-11818583: 1 | VP-202401-11214155: 1
FACT_VENDOR_PAYMENT,posting_date,object,809,809,0,0.0,228,28.182941903584673,2024-01-01 | 2024-01-04 | 2024-01-08 | 2024-01-11 | 2024-01-15,2024-11-22: 5 | 2024-10-15: 5 | 2025-03-11: 5 | 2025-01-22: 5 | 2024-01-15: 4
FACT_VENDOR_PAYMENT,request_date,object,809,809,0,0.0,220,27.19406674907293,2024-01-01 | 2024-01-04 | 2024-01-08 | 2024-01-11 | 2024-01-15,2024-10-15: 5 | 2024-08-01: 5 | 2024-11-01: 5 | 2025-10-01: 5 | 2025-07-01: 5
FACT_VENDOR_PAYMENT,signing_employee_id,object,809,809,0,0.0,2,0.2472187886279357,EMP-L3-00005 | EMP-L3-00008,EMP-L3-00005: 801 | EMP-L3-00008: 8
FACT_VENDOR_PAYMENT,vendor_contract_version_id,int64,809,809,0,0.0,21,2.595797280593325,13 | 5 | 9 | 17 | 1,5: 144 | 13: 72 | 17: 72 | 10: 72 | 9: 56
FACT_VENDOR_PAYMENT,vendor_id,object,809,809,0,0.0,6,0.7416563658838072,V-001 | V-002 | V-006 | V-014 | V-013,V-001: 192 | V-002: 192 | V-006: 192 | V-014: 120 | V-018: 72
FACT_VENDOR_PAYMENT,vendor_invoice_id,object,809,809,0,0.0,808,99.87639060568603,V-001-INV-2567-180460 | V-002-INV-2567-537043 | V-006-INV-2567-647668 | V-014-INV-2567-775657 | V-001-INV-2567-201847,PW-INV-2568-04823: 2 | V-001-INV-2568-80261: 1 | V-001-INV-2567-499067: 1 | V-013-INV-2568-1035063: 1 | V-001-INV-2567-180460: 1
FACT_WARRANTY_CLAIM,as_of_date,object,3973,3973,0,0.0,1,0.025169896803423106,2026-01-15,"2026-01-15: 3,973"
FACT_WARRANTY_CLAIM,business_event_date,object,3973,3973,0,0.0,725,18.248175182481752,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-10-29: 13 | 2025-11-19: 12 | 2025-12-11: 12 | 2024-08-25: 12 | 2024-06-21: 12
FACT_WARRANTY_CLAIM,claim_amount_thb,float64,3973,35,3938,99.11905361188019,1,2.857142857142857,16900.0,"<NULL>: 3,938 | 16900.0: 35"
FACT_WARRANTY_CLAIM,claim_id,object,3973,3973,0,0.0,3973,100.0,WC-202401-01009861 | WC-202401-01029212 | WC-202401-02002376 | WC-202401-02003648 | WC-202401-02004990,WC-202401-01009861: 1 | WC-202401-01029212: 1 | WC-202401-02002376: 1 | WC-202401-02003648: 1 | WC-202401-02004990: 1
FACT_WARRANTY_CLAIM,claim_reason,object,3973,3973,0,0.0,3,0.07550969041026932,defect | vendor batch defect (V-004-MON-BATCH-2567-Q4-001) — AW-MN-001 ArcWave ProView 27 4K monitor | battery swelling concern — NT-LT-001 (pre-recall signal),"defect: 3,913 | vendor batch defect (V-004-MON-BATCH-2567-Q4-001) — AW-MN-001 ArcWave ProView 27 4K monitor: 35 | battery swelling concern — NT-LT-001 (pre-recall signal): 25"
FACT_WARRANTY_CLAIM,customer_id,object,3973,3973,0,0.0,3736,94.03473445758873,CUST-L3-009861 | CUST-L3-029212 | CUST-L3-002376 | CUST-L3-003648 | CUST-L3-004990,CUST-L3-000022: 3 | CUST-L3-024756: 3 | CUST-L3-000184: 3 | CUST-L3-025786: 3 | CUST-L3-025107: 3
FACT_WARRANTY_CLAIM,effective_date,float64,3973,0,3973,100.0,0,,,"<NULL>: 3,973"
FACT_WARRANTY_CLAIM,original_txn_id,object,3973,3913,60,1.5101938082053865,3913,100.0,TXN-202401-01009861 | TXN-202401-01029212 | TXN-202401-02002376 | TXN-202401-02003648 | TXN-202401-02004990,<NULL>: 60 | TXN-202512-27013952: 1 | TXN-202401-07001478: 1 | TXN-202512-29015470: 1 | TXN-202512-29014701: 1
FACT_WARRANTY_CLAIM,posting_date,object,3973,3973,0,0.0,725,18.248175182481752,2024-01-01 | 2024-01-02 | 2024-01-03 | 2024-01-04 | 2024-01-05,2024-10-29: 13 | 2025-11-19: 12 | 2025-12-11: 12 | 2024-08-25: 12 | 2024-06-21: 12
FACT_WARRANTY_CLAIM,resolution_type,object,3973,3973,0,0.0,2,0.05033979360684621,pending | approved,"pending: 3,938 | approved: 35"
FACT_WARRANTY_CLAIM,routing_destination,object,3973,3973,0,0.0,2,0.05033979360684621,fahmai_cs | novatech_service,"fahmai_cs: 3,948 | novatech_service: 25"
FACT_WARRANTY_CLAIM,sku_id,object,3973,3973,0,0.0,110,2.768688648376542,SKU-MASS-073 | SKU-MASS-030 | SKU-MASS-022 | SKU-MASS-061 | SKU-MASS-104,AW-MN-001: 71 | NT-LT-001: 58 | SKU-MASS-073: 52 | SKU-MASS-011: 52 | SKU-MASS-110: 47
T2_DOC_INVENTORY,body_source,object,81,81,0,0.0,81,100.0,POL-001.md | POL-002.md | POL-003.md | POL-004.md | POL-005.md,POL-001.md: 1 | POL-002.md: 1 | POL-003.md: 1 | POL-004.md: 1 | POL-005.md: 1
T2_DOC_INVENTORY,doc_id,object,81,81,0,0.0,81,100.0,POL-001 | POL-002 | POL-003 | POL-004 | POL-005,POL-001: 1 | POL-002: 1 | POL-003: 1 | POL-004: 1 | POL-005: 1
T2_DOC_INVENTORY,doc_kind,object,81,81,0,0.0,6,7.4074074074074066,policy_doc | vendor_contract | memo_announcement | training_material | audit_report,memo_announcement: 28 | vendor_contract: 22 | policy_doc: 12 | email_discrete: 12 | training_material: 5
T2_DOC_INVENTORY,issue_date,object,81,81,0,0.0,50,61.72839506172839,2024-01-01 | 2025-03-01 | 2025-04-01 | 2025-02-15 | 2025-05-01,2024-01-01: 10 | 2025-04-01: 8 | 2025-06-01: 3 | 2025-05-01: 3 | 2025-10-01: 3
T2_DOC_INVENTORY,source_pk,string,81,81,0,0.0,69,85.18518518518519,1 | 2 | 3 | 4 | 5,1: 2 | 2: 2 | 3: 2 | 4: 2 | 5: 2
T2_DOC_INVENTORY,source_table,object,81,81,0,0.0,3,3.7037037037037033,DIM_POLICY_VERSION | DIM_VENDOR_CONTRACT_VERSION | T2_DOC_INVENTORY,T2_DOC_INVENTORY: 47 | DIM_VENDOR_CONTRACT_VERSION: 22 | DIM_POLICY_VERSION: 12
T2_DOC_INVENTORY,template_name,object,81,81,0,0.0,6,7.4074074074074066,policy_doc | vendor_contract | memo_announcement | training_material | audit_report,memo_announcement: 28 | vendor_contract: 22 | policy_doc: 12 | email_discrete: 12 | training_material: 5
dim_care_plus_sku_tier,care_plus_price_thb,float64,2,2,0,0.0,2,100.0,3490.0 | 3990.0,3490.0: 1 | 3990.0: 1
dim_care_plus_sku_tier,coverage_months,int64,2,2,0,0.0,2,100.0,24 | 36,24: 1 | 36: 1
dim_care_plus_sku_tier,description_th,object,2,2,0,0.0,2,100.0,Care+ flagship smartphone tier | Care+ flagship laptop tier,Care+ flagship smartphone tier: 1 | Care+ flagship laptop tier: 1
dim_care_plus_sku_tier,policy_version_id,int64,2,2,0,0.0,1,50.0,7,7: 2
dim_care_plus_sku_tier,sku_category,float64,2,0,2,100.0,0,,,<NULL>: 2
dim_care_plus_sku_tier,sku_id,object,2,2,0,0.0,2,100.0,SF-Galaxy-Pro-2568 | NT-LT-001,SF-Galaxy-Pro-2568: 1 | NT-LT-001: 1
dim_care_plus_sku_tier,tier_row_id,int64,2,2,0,0.0,2,100.0,1 | 2,1: 1 | 2: 1
dim_product_recall_history,history_id,int64,3,3,0,0.0,3,100.0,1 | 2 | 3,1: 1 | 2: 1 | 3: 1
dim_product_recall_history,sku_id,object,3,3,0,0.0,1,33.33333333333333,NT-LT-001,NT-LT-001: 3
dim_product_recall_history,status,object,3,3,0,0.0,3,100.0,normal | active | completed,normal: 1 | active: 1 | completed: 1
dim_product_recall_history,transition_date,object,3,3,0,0.0,3,100.0,2024-01-01 | 2025-09-10 | 2025-10-15,2024-01-01: 1 | 2025-09-10: 1 | 2025-10-15: 1
dim_promo_mechanic,campaign_id,object,8,8,0,0.0,7,87.5,SF-LAUNCH-2568 | MEGA-1111-2567 | MEGA-1212-2567 | MEGA-1111-2568 | MEGA-1212-2568,SF-LAUNCH-2568: 2 | MEGA-1111-2567: 1 | MEGA-1212-2567: 1 | MEGA-1111-2568: 1 | MEGA-1212-2568: 1
dim_promo_mechanic,description_th,object,8,8,0,0.0,7,87.5,5 percent off launch units | Double loyalty points | 11.11 มหกรรม ลด 12% | 12.12 มหกรรม ลด 15% | 11.11 มหกรรม ลด 18%,เคลียร์สต็อกสิ้นปี ลด 30%: 2 | Double loyalty points: 1 | 5 percent off launch units: 1 | 11.11 มหกรรม ลด 12%: 1 | 12.12 มหกรรม ลด 15%: 1
dim_promo_mechanic,discount_type,object,8,8,0,0.0,2,25.0,pct_off | point_multiplier,pct_off: 7 | point_multiplier: 1
dim_promo_mechanic,discount_value,float64,8,7,1,12.5,6,85.71428571428571,0.05 | 0.12 | 0.15 | 0.18 | 0.2,0.3: 2 | <NULL>: 1 | 0.05: 1 | 0.12: 1 | 0.15: 1
dim_promo_mechanic,min_basket_thb,float64,8,0,8,100.0,0,,,<NULL>: 8
dim_promo_mechanic,point_multiplier,float64,8,1,7,87.5,1,100.0,2.0,<NULL>: 7 | 2.0: 1
dim_promo_mechanic,promo_mechanic_id,int64,8,8,0,0.0,8,100.0,1 | 2 | 3 | 4 | 5,1: 1 | 2: 1 | 3: 1 | 4: 1 | 5: 1
dim_signing_authority_ladder,amount_ceiling_thb,float64,7,7,0,0.0,5,71.42857142857143,0.0 | 100000.0 | 5000.0 | 500000.0 | 5000000.0,0.0: 2 | 100000.0: 2 | 5000.0: 1 | 500000.0: 1 | 5000000.0: 1
dim_signing_authority_ladder,co_signer_min_position_level_code,object,7,2,5,71.42857142857143,1,50.0,Manager,<NULL>: 5 | Manager: 2
dim_signing_authority_ladder,dept_code,object,7,1,6,85.71428571428571,1,100.0,SUP,<NULL>: 6 | SUP: 1
dim_signing_authority_ladder,description_th,object,7,7,0,0.0,1,14.285714285714285,smoke approval ladder row,smoke approval ladder row: 7
dim_signing_authority_ladder,ladder_row_id,int64,7,7,0,0.0,7,100.0,1 | 2 | 3 | 4 | 5,1: 1 | 2: 1 | 3: 1 | 4: 1 | 5: 1
dim_signing_authority_ladder,min_co_signers,int64,7,7,0,0.0,2,28.57142857142857,1 | 0,0: 5 | 1: 2
dim_signing_authority_ladder,policy_version_id,int64,7,7,0,0.0,2,28.57142857142857,5 | 6,6: 5 | 5: 2
dim_signing_authority_ladder,position_level_code,object,7,7,0,0.0,4,57.14285714285714,IC | Manager | Director | C-level,IC: 3 | Manager: 2 | Director: 1 | C-level: 1
